LOGGER04.txt	0	00:00:01	0	0	16	64	25.76	93988	629.5
LOGGER04.txt	1	00:00:02	0	0	28	64	25.79	93993	629.1
LOGGER04.txt	2	00:00:03	0	0	59	64	25.82	93995	628.9
LOGGER04.txt	3	00:00:05	400	0	101	64	25.85	93983	629.9
LOGGER04.txt	4	00:00:05	400	0	140	64	25.9	93985	629.7
LOGGER04.txt	5	00:00:06	400	0	172	64	25.94	93983	629.9
LOGGER04.txt	6	00:00:07	400	0	193	64	25.98	93989	629.4
LOGGER04.txt	7	00:00:08	400	0	207	64	26.02	93990	629.5
LOGGER04.txt	8	00:00:09	400	0	214	64	26.07	93982	630
LOGGER04.txt	9	00:00:10	400	0	211	64	26.11	93985	629.7
LOGGER04.txt	10	00:00:11	400	0	212	64	26.15	93989	629.4
LOGGER04.txt	11	00:00:12	400	0	201	64	26.17	93987	629.5
LOGGER04.txt	12	00:00:13	400	0	191	63	26.22	93995	628.9
LOGGER04.txt	13	00:00:14	400	0	181	63	26.24	93977	630.5
LOGGER04.txt	14	00:00:15	400	0	171	63	26.28	93988	629.4
LOGGER04.txt	15	00:00:16	400	0	161	63	26.3	93983	630
LOGGER04.txt	16	00:00:17	400	0	153	63	26.33	93980	630.2
LOGGER04.txt	17	00:00:18	400	0	142	63	26.35	93983	629.9
LOGGER04.txt	18	00:00:19	400	0	134	63	26.38	93982	630
LOGGER04.txt	19	00:00:20	400	0	127	63	26.4	93986	630.2
LOGGER04.txt	20	00:00:21	434	5	120	63	26.44	93983	629.4
LOGGER04.txt	21	00:00:22	400	0	113	63	26.46	93983	629.9
LOGGER04.txt	22	00:00:23	400	0	111	63	26.48	93981	630.1
LOGGER04.txt	23	00:00:24	400	0	100	62	26.49	93983	629.9
LOGGER04.txt	24	00:00:25	400	0	95	62	26.52	93974	630.7
LOGGER04.txt	25	00:00:26	400	0	93	62	26.56	93976	630.5
LOGGER04.txt	26	00:00:27	400	0	81	62	26.58	93974	629.7
LOGGER04.txt	27	00:00:28	400	0	82	62	26.59	93990	629.3
LOGGER04.txt	28	00:00:29	400	0	79	62	26.61	93974	630.7
LOGGER04.txt	29	00:00:30	400	0	71	62	26.65	93980	630.2
LOGGER04.txt	30	00:00:31	400	0	70	62	26.66	93984	629.8
LOGGER04.txt	31	00:00:32	400	0	68	62	26.68	93987	630
LOGGER04.txt	32	00:00:33	400	0	59	62	26.7	93980	630.2
LOGGER04.txt	33	00:00:34	400	0	59	62	26.73	93987	629.6
LOGGER04.txt	34	00:00:35	400	0	55	62	26.73	93982	630
LOGGER04.txt	35	00:00:36	400	0	58	62	26.76	93981	630.1
LOGGER04.txt	36	00:00:37	400	0	54	62	26.77	93988	630
LOGGER04.txt	37	00:00:38	400	0	49	62	26.78	93988	629.5
LOGGER04.txt	38	00:00:39	400	0	51	62	26.8	93988	629.5
LOGGER04.txt	39	00:00:40	400	0	48	61	26.83	93981	630.1
LOGGER04.txt	40	00:00:41	400	0	49	61	26.84	93983	630
LOGGER04.txt	41	00:00:42	400	0	43	61	26.85	93988	629.5
LOGGER04.txt	42	00:00:43	400	0	47	61	26.87	93985	629.7
LOGGER04.txt	43	00:00:44	400	0	44	61	26.9	93993	629
LOGGER04.txt	44	00:00:45	400	0	43	61	26.92	93979	630.3
LOGGER04.txt	45	00:00:46	400	0	39	61	26.94	93982	630
LOGGER04.txt	46	00:00:47	400	0	39	61	26.93	93984	629.8
LOGGER04.txt	47	00:00:48	400	0	39	61	26.96	93985	629.7
LOGGER04.txt	48	00:00:49	400	0	37	61	26.99	93982	630
LOGGER04.txt	49	00:00:50	400	0	37	61	27.01	93988	629.4
LOGGER04.txt	50	00:00:51	400	0	35	61	27.01	93983	629.9
LOGGER04.txt	51	00:00:52	473	11	35	61	27.03	93986	629.6
LOGGER04.txt	52	00:00:53	436	5	35	61	27.05	93989	629.2
LOGGER04.txt	53	00:00:54	436	5	33	61	27.05	93987	629.6
LOGGER04.txt	54	00:00:55	414	2	33	61	27.07	93979	630.3
LOGGER04.txt	55	00:00:56	418	2	33	61	27.09	93987	629.6
LOGGER04.txt	56	00:00:57	401	0	33	61	27.1	93983	629.9
LOGGER04.txt	57	00:00:58	400	0	34	61	27.14	93986	629.6
LOGGER04.txt	58	00:00:59	400	0	32	61	27.15	93990	629.3
LOGGER04.txt	59	00:01:00	400	0	32	61	27.15	93982	630
LOGGER04.txt	60	00:01:01	400	0	36	60	27.18	93987	629.5
LOGGER04.txt	61	00:01:02	400	0	32	61	27.18	93979	630.3
LOGGER04.txt	62	00:01:03	400	0	31	61	27.2	93984	629.8
LOGGER04.txt	63	00:01:04	400	0	35	61	27.23	93984	629.8
LOGGER04.txt	64	00:01:05	400	0	31	60	27.23	93978	630.4
LOGGER04.txt	65	00:01:06	400	0	30	60	27.26	93989	629.4
LOGGER04.txt	66	00:01:07	400	0	32	60	27.27	93985	629.7
LOGGER04.txt	67	00:01:08	400	0	31	60	27.29	93986	629.7
LOGGER04.txt	68	00:01:09	400	0	27	60	27.31	93983	629.9
LOGGER04.txt	69	00:01:10	400	0	27	60	27.31	93991	629.7
LOGGER04.txt	70	00:01:11	400	0	29	60	27.34	93984	629.8
LOGGER04.txt	71	00:01:12	400	0	27	60	27.35	93984	629.8
LOGGER04.txt	72	00:01:13	400	0	31	60	27.36	93988	629.5
LOGGER04.txt	73	00:01:14	400	0	27	60	27.37	93984	629.9
LOGGER04.txt	74	00:01:15	400	0	27	60	27.37	93985	629.8
LOGGER04.txt	75	00:01:16	400	0	31	60	27.41	93993	629.1
LOGGER04.txt	76	00:01:17	400	0	27	60	27.39	93988	629.5
LOGGER04.txt	77	00:01:18	400	0	27	60	27.43	93988	629.7
LOGGER04.txt	78	00:01:19	400	0	26	60	27.45	93994	629.7
LOGGER04.txt	79	00:01:20	400	0	30	60	27.44	93993	629
LOGGER04.txt	80	00:01:21	400	0	27	60	27.46	93985	629.7
LOGGER04.txt	81	00:01:22	400	0	26	60	27.47	93989	629.4
LOGGER04.txt	82	00:01:23	417	2	30	60	27.49	93989	630.1
LOGGER04.txt	83	00:01:24	417	2	30	60	27.51	93981	630.1
LOGGER04.txt	84	00:01:25	409	1	30	60	27.51	93985	629.8
LOGGER04.txt	85	00:01:26	417	2	23	60	27.53	93988	629.5
LOGGER04.txt	86	00:01:27	414	2	26	60	27.55	93988	629.5
LOGGER04.txt	87	00:01:28	409	1	25	60	27.57	93985	629.7
LOGGER04.txt	88	00:01:29	403	0	28	60	27.59	93992	629.1
LOGGER04.txt	89	00:01:30	400	0	25	60	27.6	93985	629.2
LOGGER04.txt	90	00:01:31	400	0	25	60	27.61	93981	630.1
LOGGER04.txt	91	00:01:32	400	0	24	60	27.62	93989	629.4
LOGGER04.txt	92	00:01:33	405	0	28	60	27.62	93980	630.2
LOGGER04.txt	93	00:01:34	400	0	28	60	27.64	93983	629.9
LOGGER04.txt	94	00:01:35	400	0	24	60	27.67	93994	629
LOGGER04.txt	95	00:01:36	400	0	23	59	27.68	93984	629.9
LOGGER04.txt	96	00:01:37	400	0	25	59	27.69	93989	629.2
LOGGER04.txt	97	00:01:38	400	0	23	59	27.69	93996	628.8
LOGGER04.txt	98	00:01:39	403	0	23	59	27.7	93982	630
LOGGER04.txt	99	00:01:40	400	0	23	59	27.72	93980	630.2
LOGGER04.txt	100	00:01:41	400	0	25	59	27.74	93986	629.4
LOGGER04.txt	101	00:01:42	400	0	26	59	27.77	93986	629.7
LOGGER04.txt	102	00:01:43	400	0	23	59	27.77	93983	629.9
LOGGER04.txt	103	00:01:44	400	0	24	59	27.8	93980	630.2
LOGGER04.txt	104	00:01:45	400	0	23	59	27.8	93981	630.1
LOGGER04.txt	105	00:01:46	400	0	24	59	27.82	93992	629.1
LOGGER04.txt	106	00:01:47	400	0	23	59	27.83	93980	629.7
LOGGER04.txt	107	00:01:48	400	0	23	59	27.83	93990	629.3
LOGGER04.txt	108	00:01:49	400	0	24	59	27.85	93993	629
LOGGER04.txt	109	00:01:50	400	0	23	59	27.86	93992	629.1
LOGGER04.txt	110	00:01:51	400	0	25	59	27.87	93988	629.5
LOGGER04.txt	111	00:01:52	400	0	22	59	27.89	93989	629.4
LOGGER04.txt	112	00:01:53	400	0	27	59	27.89	93981	630.1
LOGGER04.txt	113	00:01:54	400	0	23	59	27.91	93984	629.9
LOGGER04.txt	114	00:01:55	400	0	24	59	27.92	93980	630.1
LOGGER04.txt	115	00:01:56	400	0	23	59	27.94	93983	629.9
LOGGER04.txt	116	00:01:57	400	0	25	59	27.94	93986	629.9
LOGGER04.txt	117	00:01:58	400	0	27	59	27.96	93995	628.9
LOGGER04.txt	118	00:01:59	400	0	26	59	27.98	93989	629.4
LOGGER04.txt	119	00:02:00	400	0	21	59	27.99	93989	629.4
LOGGER04.txt	120	00:02:01	400	0	23	59	28.01	93977	630.4
LOGGER04.txt	121	00:02:02	403	0	22	59	28.02	93993	629.1
LOGGER04.txt	122	00:02:03	400	0	21	59	28.04	93989	629.4
LOGGER04.txt	123	00:02:04	400	0	21	59	28.04	93977	630.5
LOGGER04.txt	124	00:02:05	406	0	23	59	28.07	93982	630.1
LOGGER04.txt	125	00:02:06	403	0	22	59	28.06	93981	630.1
LOGGER04.txt	126	00:02:07	400	0	23	59	28.08	93989	629.4
LOGGER04.txt	127	00:02:08	403	0	22	58	28.08	93980	630.2
LOGGER04.txt	128	00:02:09	400	0	23	58	28.08	93978	630.3
LOGGER04.txt	129	00:02:10	400	0	22	58	28.1	93978	630.4
LOGGER04.txt	130	00:02:11	400	0	21	58	28.1	93981	630.1
LOGGER04.txt	131	00:02:12	400	0	21	58	28.12	93981	630.1
LOGGER04.txt	132	00:02:13	400	0	21	58	28.12	93979	630.3
LOGGER04.txt	133	00:02:14	400	0	25	58	28.12	93978	630.3
LOGGER04.txt	134	00:02:15	400	0	21	58	28.13	93986	629.7
LOGGER04.txt	135	00:02:16	400	0	21	58	28.13	93978	630.4
LOGGER04.txt	136	00:02:17	400	0	26	58	28.14	93980	630.2
LOGGER04.txt	137	00:02:18	400	0	21	58	28.15	93983	629.9
LOGGER04.txt	138	00:02:19	400	0	24	58	28.16	93979	630.2
LOGGER04.txt	139	00:02:20	400	0	19	58	28.18	93974	630.7
LOGGER04.txt	140	00:02:21	402	0	21	58	28.17	93987	629.6
LOGGER04.txt	141	00:02:22	400	0	21	58	28.2	93988	629.4
LOGGER04.txt	142	00:02:23	409	1	21	58	28.2	93989	629.9
LOGGER04.txt	143	00:02:24	400	0	21	58	28.2	93983	629.9
LOGGER04.txt	144	00:02:25	405	0	22	58	28.21	93984	629.8
LOGGER04.txt	145	00:02:26	405	0	21	58	28.22	93983	629.9
LOGGER04.txt	146	00:02:27	400	0	21	58	28.21	93976	630
LOGGER04.txt	147	00:02:28	400	0	20	58	28.21	93987	629.5
LOGGER04.txt	148	00:02:29	400	0	21	58	28.23	93985	629.8
LOGGER04.txt	149	00:02:30	400	0	25	58	28.23	93980	630.2
LOGGER04.txt	150	00:02:31	400	0	21	58	28.24	93976	630.5
LOGGER04.txt	151	00:02:32	400	0	19	58	28.25	93985	630.7
LOGGER04.txt	152	00:02:33	401	0	21	58	28.26	93988	629.7
LOGGER04.txt	153	00:02:34	400	0	21	58	28.25	93992	629.2
LOGGER04.txt	154	00:02:35	400	0	21	58	28.26	93981	630.1
LOGGER04.txt	155	00:02:36	400	0	21	57	28.26	93979	630.3
